Collection Name,identifier#1,identifierSource#1,title#1,title#1$2,title#1$1,titleType#1,titleSeries#1,subject#1,subjectAuthorityUsed#1,subject#2,subjectAuthorityUsed#2,subject#3,subjectAuthorityUsed#3,subject#4,subjectAuthorityUsed#4,subject#5,subjectAuthorityUsed#5,subject#6,subjectAuthorityUsed#6,subject#7,subjectAuthorityUsed#7,subject#8,subjectAuthorityUsed#8,description#1$1,description#1$2,description#1,descriptionType#1,description#2,descriptionType#2,genre#1,genreAuthorityUsed#1,coverageTemporal#1,coverageSpatial#1,contributor#1,contributorRole#1,contributor#10,contributorRole#10,contributor#11,contributorRole#11,contributor#2,contributorRole#2,contributor#3,contributorRole#3,contributor#4,contributorRole#4,contributor#5,contributorRole#5,contributor#6,contributorRole#6,contributor#7,contributorRole#7,contributor#8,contributorRole#8,contributor#9,contributorRole#9,publisher#1,publisherRole#1,rightsSummary#1,formatPhysical#1,formatDigital#1,formatLocation#1,formatMediaType#1,formatGenerations#1,formatStandard#1,formatEncoding#1,formatTimeStart#1,formatDuration#1,formatDataRate#1,formatBitDepth#1,formatSamplingRate#1,formatTracks#1,formatChannelConfiguration#1,language#1,formatIdentifier#1,formatIdentifierSource#1,annotation#1,annotation#2,annotation#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Conference On World Affairs Archives,cwa_03-5600.mp3,"CWA/Archives, University of Colorado at Boulder",ALIAQUE News Quiz,,,Program,,"History, Modern -- 1989-",LCSH,Satire -- Political satire,LCSH,"Bush, George W. (George Walker), 1946-",LCSH,"Iraq War, 2003-2011",LCSH,,,,,,,,,,,"Moderated by Simon Hoggart. The panel takes the form of a news quiz game based on Simon Hoggart's British television show. Questions cover the Iraq war, popular culture, and current political events. The panelists use the questions as an opportunity for satire and political humor, telling jokes and creating fake movie titles based on the Bush administration and the Iraq war.",Program,00:00:00 Moderator introduction -- 00:03:49 Panelists introduced -- 00:04:04 News quiz begins -- 00:51:13 News quiz ends.,SegmentSequence,,,4/11/2003,University Memorial Center Ballroom,"Aregood, Richard",Speaker,,,,,"Ebert, Roger",Speaker,"McNally, Terry",Speaker,"Martin, Jurek",Speaker,"Ivins, Molly",Speaker,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box #4, Panel # 5600, Year 2003",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,0:51:13,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539261,455,cwa_03-5600.mp3
Conference On World Affairs Archives,cwa_03-5302.mp3,"CWA/Archives, University of Colorado at Boulder",Health Care Delivery Systems: Market or Government Control,,,Program,,Medical care -- United States,LCSH,Health insurance -- United States,LCSH,Public health -- United States,LCSH,,,,,,,,,,,,,"Moderated by Carla King. The panel discusses health care in America. Terry McNally examines the concept of holistic health maintenance, and how it relates to potential health care alternatives. Michael Franc compares different free market options and makes the case for consumer choice. Ruth Oratz argues that American health care is fractured and provides different levels of service to different people in an arbitrary way. Molly Ivins focuses on the costs incurred by consumers and hospitals, arguing that a single-payer system would be most effective at reducing these costs. The audience question and answer period covers administrative costs in health care, alternative medicine, and political will.",Program,00:00:45 Terry McNally begins -- 00:07:42 McNally ends -- 00:07:52 Michael Franc begins -- 00:16:49 Franc ends -- 00:16:57 Ruth Oratz begins -- 00:25:36 Oratz ends -- 00:25:47 Molly Ivins begins -- 00:32:58 Ivins ends -- 00:33:30 Panel discussion begins -- 00:38:25 Panel discussion ends -- 00:38:30 Audience questions begin -- 01:16:06 Audience questions end.,SegmentSequence,,,4/11/2003,University Memorial Center Ballroom,"Franc, Michael",Speaker,,,,,"Ivins, Molly",Speaker,"Oratz, Ruth",Speaker,"McNally, Terry",Speaker,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box #4, Panel #5302, year 2003",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,1:16:06,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539260,455,cwa_03-5302.mp3
Conference On World Affairs Archives,cwa_74-4.mp3_1,"CWA/Archives, University of Colorado at Boulder",Movies Aren't Talkies Anymore,,,Program,Series X: Is Art Saying Anything to Anyone,,,,,,,,,,,,,,,,,,,"Moderated by Curt Zimansky. Roger Ebert begins by talking about how movies made in mid-1960s have no meaning and no paraphrasable content. Ebert then talks about how people read novels to find out how it ends. Also, Ebert provides two ways in which a director deals with their ideas. Steven A. Linn talks about why people tend to put film in a category separate from other art forms. Larry Horton explains why movies are the only art form where one can sit down with anybody and get an honest response.",Program,,,,,3/11/1974,Memorial Forum,"Ebert, Roger",Panelist,,,,,"Linn, Steven A.",Panelist,"Horton, Larry",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 111, Tape 74-4",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:46:06,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538567,468,74-4.output_1.jpg
Conference On World Affairs Archives,cwa_74-8.mp3,"CWA/Archives, University of Colorado at Boulder",Mutual Security in Europe,,,Program,Series XIV: Arms and the Man,,,,,,,,,,,,,,,,,,,Moderated by John Loeffler. Robert B. Bathurst starts by talking about how mutual security is a state of mind and a psychological perception of threat. Bathurst also mentions how power is about how well we perceive a threat. Thomas A. Halsted talks about nuclear weapon posture as another aspect to US military policy towards Europe. Halsted questions how nuclear weapon should be used towards our enemies and how it will enhance our European allies. William Wilberforce briefly states how both countries must have equal respect for the vital interest of both sides.,Program,,,,,3/11/1974,Cristol Chemistry and Biochemistry 132,"Bathurst, Robert B.",Panelist,,,,,"Halsted, Thomas A.",Panelist,"Wilberforce, William",Panelist,Christopher,Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 111, Tape 74-8",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:07:07,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/k1yit9,"CWA/Archives, University of Colorado at Boulder",NLB,,,489604,455,cwa_74-8.jpg
Conference On World Affairs Archives,cwa_75-14.mp3,"CWA/Archives, University of Colorado at Boulder",Private Lives of Public Persons,,,Program,Series II: What the Declaration of Independence does not Mention: A Right to Property,,,,,,,,,,,,,,,,,,,Moderated by Patricia B. Trainer. Roger Ebert begins by talking about why he doesn't agree with the public having the right to know everything. David C. Butterfield points out a few factors regarding the private life of a public person. Butterfield explains why in most cases people are victims of self censorship. Butterfield then questions where the line is drawn in what is legitimately private in the life of a public person. Patricia O'Brien talks about how people are most interested in knowing the sex lives of public people.,Program,,,,,3/11/1975,Geology 121,"Ebert, Roger",Panelist,,,,,"Butterfield, David C.",Panelist,"O'Brien, Patricia",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 120, Tape 75-14",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,1:13:10,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538630,468,75-14.output.jpg
Conference On World Affairs Archives,cwa_75-19.mp3,"CWA/Archives, University of Colorado at Boulder",Society: Idealistic Goals Versus Human Rights,,,Program,Series VIII: Created Equal but Everywhere Unequal,,,,,,,,,,,,,,,,,,,"Moderated by Robert M. Hunter. The panel begins with the audience asking the panelists questions. Members of the audience ask questions to know more about the purpose of the panel, and also questions if things like integrity and honesty are considered old fashioned. Then a discussion between the panelists and audience regarding Peter Principle arise. Further questions from the audience follow.",Program,,,,,3/11/1975,Cristol Chemistry and Biochemistry 140,"Ebert, Roger",Panelist,,,,,"Brooks, Shepherd",Panelist,"Horton, Larry",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 120, Tape 75-19",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:16:49,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538639,468,75-19.output.jpg
Conference On World Affairs Archives,cwa_75-3P.mp3,"CWA/Archives, University of Colorado at Boulder",Was America a Mistake?,,,Program,Plenary session,United States -- History -- 19th century,LCSH,United States -- History -- 18th century,LCSH,"National characteristics, American",LCSH,United States -- Social conditions,LCSH,United States -- History -- 20th century,LCSH,,,,,,,,,@00:04 Host introduces speaker @1:34 Fairlie begins @51:21 tape ends,SegmentSequence,"Moderated by James N. Corbridge. The speaker discusses the differences between the U.S. and Europe from the 18th to 20th centuries, using examples of clothing, language, beliefs, and various roles between Europe and this 'free country'. America exerts its influence in the supermarket (as a symbol of consumer society), as well as in clothing, mass production, and automobiles. These concepts are accompanied by ideas for which the young are responsible, such as influencing speech throughout the world and triggering liberation movements worldwide. Americans tend to reduce society to pieces to see how it works, in the belief that we can rebuild and reshape society.",Program,,,3/11/1975,Macky Auditorium,"Fairlie, Henry, 1924-1990",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 118, Tape 75-3P",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,0:51:21,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/qtab0d,"CWA/Archives, University of Colorado at Boulder",,,,473219,455,cwa_75-3P.jpg
Conference On World Affairs Archives,cwa_74-24.mp3_1,"CWA/Archives, University of Colorado at Boulder",Murder By the Gross,,,Program,Series XV: Terrorism,,,,,,,,,,,,,,,,,,,"Moderated by Kenneth R. Hammond. Steven A. Linn begins by talking about a few murders that have occurred. Roger Ebert talks about terrorism by the gross and states that it is both an individual and institutional thing. Ebert then discusses extremist movements in the world. Larry Horton talks about articles released after the Kennedy assassination. Edwin Casebeer explains why he thinks of terrorism as a political act. Casebeer then states how mass murder terrorizes people, but is not necessarily an act of terrorists. Christopher Cory discusses the safety valve theory of surrogate violence. Cory questions if there are societies with less than greater degrees of violence.",Program,,,,,3/12/1974,University Memorial Center Ballroom,"Ebert, Roger",Panelist,,,,,"Casebeer, Edwin",Panelist,"Cory, Christopher",Panelist,"Linn, Steven A.",Panelist,"Horton, Larry",Panelist,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 112, Tape 74-24",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:25:49,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538549,468,74-24.output_1.jpg
Conference On World Affairs Archives,cwa_74-23A.mp3,"CWA/Archives, University of Colorado at Boulder",The Great American War Machine,,,Program,Series XIV: Arms and the Man,,,,,,,,,,,,,,,,,,,"Moderated by Norman A. Hilmar. Robert B. Bathurst begins by talking about what is wrong with military war machine as a representation of itself and society, and how it could be fixed. Bathurst compares the similarity of the military system between the United States and the Soviet Union. Franklin talks about how the United States government does have a global strategy. Then, Franklin mentions the Vietnam War, and the reasoning behind why the United States lost. Gennady I. Fedosov talks about Bathurst's comparison between the United States and Soviet Union more in depth. Fedosov also describes the complexity of the problem the two nations face regarding disarmament.",Program,,,,,3/12/1974,Cristol Chemistry and Biochemistry 132,"Bathurst, Robert B.",Panelist,,,,,Franklin,Panelist,"Fedosov, Gennady I.",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 112, Tape 74-23A",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:36:40,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/58qcpy,"CWA/Archives, University of Colorado at Boulder",NLB,,,489590,455,cwa_74-23A.jpg
Conference On World Affairs Archives,cwa_75-33.mp3,"CWA/Archives, University of Colorado at Boulder",Death: The Un-American Activity,,,Program,Series V: The Mythology of the American Experience,,,,,,,,,,,,,,,,,,,Moderated by Ronald C. Billingsley. Ray L. Hart begins by talking about why death has been an un-American activity and why it is now becoming an American activity. Edwin Casebeer states how the horror of death is the horror of existing in hell. Casebeer then talks about love and death. Phillip K. Bock tries to relate the subject of the panel with anthropology. Brock explains how the feeling about death in the American society is deeply repressed. Jack Forem states how talking about death is pointless because it is inevitable. Forem ends the panel by telling people to live life as fully as possible.,Program,,,,,3/12/1975,Memorial Forum,"Forem, Jack",Panelist,,,,,"Casebeer, Edwin",Panelist,"Hart, Ray L.",Panelist,"Bock, Phillip K.",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 121, Tape 75-33",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,1:32:35,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538648,468,75-33.output.jpg
Conference On World Affairs Archives,cwa_72-1P.mp3,"CWA/Archives, University of Colorado at Boulder",Beyond the Cultural Revolution,,,Program,Plenary Session,Counterculture,LCSH,Nineteen sixties,LCSH,,,,,,,,,,,,,,,@00:22 Host introduces speaker @5:10 Fiedler begins @50:32 tape ends,SegmentSequence,"Moderated by Frederick P. Theime. He speaks of the counterculture as it split into political and cultural revolutions. The American ""cultural revolution"" since the mid-1950s was associated with black emancipation, but has also produced broader change throughout American popular culture. The nation has changed in human rights, media, politics, relationships, and even in how we portray our thoughts. We all experience many aspects of the culture, and we all differ from our past generations. With different kinds of people comes a revolution.",Program,,,3/13/1972,Macky Auditorium,"Fiedler, Leslie A.",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 93, Tape 72-1P",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,0:50:32,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/29r9ii,"CWA/Archives, University of Colorado at Boulder",,,,473129,455,cwa_72-1P.jpg
Conference On World Affairs Archives,cwa_72-9.mp3_1,"CWA/Archives, University of Colorado at Boulder",Violence,,,Program,Series XIX: The Aesthetic Ethic,,,,,,,,,,,,,,,,,,,"Moderated by Alice Reich. Hayden White begins by talking about how violence is regarded as a necessary condition for the transformation of society. White explains why violence in the media is socially less revolutionary than pornography. Lonny Myers explains what violence does to people and morality in terms of the media. Roger Ebert talks about the esthetics of violence and the ethical nature of violent content in the media. Ebert then answers a question on why violence is more cinematic than sex. Melvin Howards talks about how there can be two types of violence, the verbal and the nonverbal type.",Program,,,,,3/13/1972,Old Main Chapel,"Ebert, Roger",Panelist,,,,,"Howards, Melvin",Panelist,"Myers, Lonny",Panelist,"White, Hayden",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 95, Tape 72-9",Sound,Audio/Original recording,MPEG Audio,mp3,16:10:00-07:00,1:29:49,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538504,468,72-9.output_1.jpg
Conference On World Affairs Archives,cwa_73-4.mp3,"CWA/Archives, University of Colorado at Boulder",And foreign policy,,,Program,Series V: Peace Making,United States--Foreign relations--Vietnam,LCSH,Vietnam--Foreign relations--United States,LCSH,Soviet Union--Foreign relations,LCSH,Negotiation--Political aspects,LCSH,Arms control,LCSH,Japan--Foreign relations--United States,LCSH,United States--Foreign relations--Japan,LCSH,,,,,@00:00:01 Introduction of panelists @00:02:35 Richard Holbrooke talks @00:12:04 Holbrooke ends @00:13:02 Yukio Satoh talks @00:22:42 Satoh ends @00:23:00 Hebert Scoville talks @00:30:06 Scoville ends @00:30:25 Vladamir Tuminov begins @00:44:33 Tuminov end,Segment Sequence,"Richard Holbrooke examines the different approaches to negotiations with specific reference to Vietnam, and his direct association with negotiations in Paris for the first year and a half. He talks of his personal experience, and then shares general observations. Discusses the philosophies of U.S. military officials in negotiations. Yukio Satoh explores Japanese foreign policy, as a member of Japanese Foreign Servic -- discussing its weak points, peace maintenance, and Japan's dependency on U.S. military power for security of Japan and its defenses. Herbert Scoville discusses a different approach to negotiations with specific regards to arms control. Vladamir Tuminov responds to other panelists, discusses chain of foreign policy, speech writing and foreign policy, gap between rich and poor countries. Chairman Thad Tecza presiding.",Program,,,3/13/1973,Guggenheim Geography 201,"Holbrooke, Richard C.",Panelist,,,,,"Scoville, Herbert",Panelist,"Tumanov, Vladimir Aleksandrovich",Panelist,"Satoh, Yukio",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 103, tape 73-4",Sound,Audio/Original recording,MPEG Audio,mp3,09:00:00-07:00,1:08:04,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/w9jbmm,"CWA/Archives, University of Colorado at Boulder",,,,355954,455,cwa_73-4.jpg
Conference On World Affairs Archives,cwa_73-2P.mp3,"CWA/Archives, University of Colorado at Boulder",Let's Close the Jails,,,Program,Plenary session,Juvenile corrections -- Massachusetts,LCSH,Bridgewater (Mass.),LCSH,,,,,,,,,,,,,,,@00:04 John Lawler introduces speaker @2:18 Miller begins @58:22 tape ends,SegmentSequence,"Moderated by John Lawler (substituting for Robert A. Aldrich). The speaker describes a new 'ism': ageism, in which young people are unfairly judged and sentenced to penal institutions. He calls for correctional reforms with quick and massive changes, without waiting. He describes reform attempts in Massachusetts, before their juvenile institutions were closed. The speaker provides numerous examples of the abuses in programs at their ""training"" schools. Miller feels that alternatives for youngsters should engage and educate them, and he predicts that conventional institutions will only create more violence and insanity.",Program,,,3/13/1973,Macky Auditorium,"Miller, Jerome G., 1931-",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 102, Tape 73-2P",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,0:58:22,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/nme3wt,"CWA/Archives, University of Colorado at Boulder","2 copies, 1 cassette",,,473169,455,cwa_73-2P.jpg
Conference On World Affairs Archives,cwa_74-44.mp3,"CWA/Archives, University of Colorado at Boulder",Pacifism in a Violent World,,,Program,Series XIV: Arms and the Man,,,,,,,,,,,,,,,,,,,Moderated by Rodger Padget. Peter Mayors begins by stating that people no longer have a positive faith in defensive armament or in pacifism as a positive force. Molse discusses why getting rid of all armed forces doesn't provide a utopian world. Molse talks about how there won't be state of peace unless everybody wants it. Rivers discusses how a whole system of relationship within society depends on exploited relationships. River also talks about his stay in Angola and states that the people in Angola are united because of the presence of an external oppressor. River ends the panel by questioning if the people would still be united if there was no external oppressor.,Program,,,,,3/13/1974,Cristol Chemistry and Biochemistry 132,"Mayor, Peter",Panelist,,,,,Rivers,Panelist,Molse,Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mpeg,"Box 114, Tape 74-44",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:04:56,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/0c5961,"CWA/Archives, University of Colorado at Boulder",NLB,,,489597,455,cwa_74-44.jpg
Conference On World Affairs Archives,cwa_74-45.mp3,"CWA/Archives, University of Colorado at Boulder",The Societal Aetiology of Terrorism,,,Program,Series XV: Terrorism,,,,,,,,,,,,,,,,,,,"Moderated by Thomas D. Bird. H. Bruce Franklin begins by talking about the two most violent events in human history caused by the United States. Franklin suggests that in order to deal with violence historically, one has to look at the root causes of violence that took place within a society. Russell Baker talks about how acts of terror are instantly communicated with all worlds through the media. H. Bruce Franklin talks about terrorism as a phenomenon in the 20th century. Franklin states that the most sensationalized acts of terrorism are from the acts committed by the state.",Program,,,,,3/13/1974,University Memorial Center Ballroom,"Baker, Russell",Panelist,,,,,"Ebert, Roger",Panelist,"Franklin, H. Bruce",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 114, Tape 74-45",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:26:24,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538576,468,74-45.output.jpg
Conference On World Affairs Archives,cwa_74-38.mp3,"CWA/Archives, University of Colorado at Boulder",Violence is Sex; Sex is Violence,,,Program,Series VIII: The Media,,,,,,,,,,,,,,,,,,,"Moderated by Philippe Almeras. Edwin Casebeer begins by talking about the similarities of violence and sex. Casebeer then talks about why death and love doesn't have a lot to do with sex and violence. Larry Horton talks about the issues of civil liberty in the media. Horton states his opinion on why problems of violence are much more troubling than problems of sex in film. Jane Howard explains why people confuse violence with strength. Roger Ebert talks about violence and sex in movies, and explains why violence is more cinematic than sex.",Program,,,,,3/13/1974,Cristol Chemistry and Biochemistry 132,"Ebert, Roger",Panelist,,,,,"Howard, Jane",Panelist,"Casebeer, Edwin",Panelist,"Horton, Larry",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 113, Tape 74-38",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:44:46,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538558,468,74-38.output.jpg
Conference On World Affairs Archives,cwa_75-58.mp3,"CWA/Archives, University of Colorado at Boulder",Arming the Fourth World,,,Program,Series XIII: No Entangling Alliances,,,,,,,,,,,,,,,,,,,"Moderated by Phyllis Kenevan. John Newhouse begins by talking about what fourth world really means. Newhouse discusses the attitude of both the supplier and recipient countries of arms weapon. Christopher J. Makins talks about the key arguments regarding questions of leverage and the ""if I don't, someone else will"" argument that Newhouse has mentioned earlier. William L. Eagleton briefly explains why countries want arms in the first place. Ovidia Soffer discusses some concrete examples regarding the problems the other three panelists previously mentioned.",Program,,,,,3/13/1975,Cristol Chemistry and Biochemistry 132,"Newhouse, John",Panelist,,,,,"Eagleton, William L., Jr.",Panelist,"Soffer, Ovidia",Panelist,"Makins, Christopher J.",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 124, Tape 75-58",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:29:08,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/eq7440,"CWA/Archives, University of Colorado at Boulder",NLB,,,489611,455,cwa_75-58.jpg
